001^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
001^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
001^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
001^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^90^question4^likertTime
001^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^0^question2^likertTime
001^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
001^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
001^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
001^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-2^question1^likertTime
001^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
001^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
001^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^30^question3^likertTime
001^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^-1^question2^likertTime
001^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question4^likertTime
001^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question1^likertTime
001^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question3^likertTime
001^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question2^likertTime
001^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
001^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^40^question3^likertTime
001^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^90^question4^likertTime
001^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
001^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
001^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
001^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
001^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^-1^question2^likertTime
001^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question4^likertTime
001^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question1^likertTime
001^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question3^likertTime
001^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-2^question1^likertTime
001^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^0^question2^likertTime
001^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^30^question3^likertTime
001^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^90^question4^likertTime
006^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^10^question4^likertTime
006^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
006^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
006^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^90^question3^likertTime
006^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^-2^question1^likertTime
006^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^10^question4^likertTime
006^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
006^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
006^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
006^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
006^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^20^question4^likertTime
006^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^80^question3^likertTime
006^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question1^likertTime
006^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question2^likertTime
006^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question3^likertTime
006^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question4^likertTime
006^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
006^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
006^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^70^question3^likertTime
006^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^70^question4^likertTime
006^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^0^question2^likertTime
006^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^10^question4^likertTime
006^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
006^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^70^question3^likertTime
006^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^-1^question2^likertTime
006^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^0^question3^likertTime
006^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question1^likertTime
006^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question4^likertTime
006^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question1^likertTime
006^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question2^likertTime
006^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^20^question4^likertTime
006^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^50^question3^likertTime
009^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
009^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
009^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
009^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^90^question4^likertTime
009^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
009^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
009^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
009^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
009^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question2^likertTime
009^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-2^question1^likertTime
009^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^30^question4^likertTime
009^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^40^question3^likertTime
009^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^-2^question2^likertTime
009^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^0^question4^likertTime
009^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question1^likertTime
009^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question3^likertTime
009^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
009^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
009^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^80^question3^likertTime
009^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^80^question4^likertTime
009^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
009^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
009^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
009^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^90^question4^likertTime
009^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^-2^question2^likertTime
009^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question1^likertTime
009^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question3^likertTime
009^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question4^likertTime
009^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question2^likertTime
009^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-2^question1^likertTime
009^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^30^question3^likertTime
009^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^50^question4^likertTime
012^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
012^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
012^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
012^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
012^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
012^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
012^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
012^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
012^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
012^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
012^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^70^question3^likertTime
012^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^90^question4^likertTime
012^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^-2^question2^likertTime
012^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^-2^question4^likertTime
012^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question1^likertTime
012^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question3^likertTime
012^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
012^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
012^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
012^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
012^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
012^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
012^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
012^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
012^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^-1^question2^likertTime
012^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^-2^question4^likertTime
012^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question1^likertTime
012^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question3^likertTime
012^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
012^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
012^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^60^question3^likertTime
012^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^90^question4^likertTime
016^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
016^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
016^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^40^question3^likertTime
016^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^60^question4^likertTime
016^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
016^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
016^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
016^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
016^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question1^likertTime
016^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
016^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
016^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^40^question3^likertTime
016^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^-1^question2^likertTime
016^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question4^likertTime
016^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question1^likertTime
016^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question3^likertTime
016^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
016^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question1^likertTime
016^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^2^question2^likertTime
016^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^70^question3^likertTime
016^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
016^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
016^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
016^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
016^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^-1^question2^likertTime
016^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question4^likertTime
016^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question1^likertTime
016^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question3^likertTime
016^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question1^likertTime
016^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
016^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^100^question4^likertTime
016^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^30^question3^likertTime
019^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^0^question2^likertTime
019^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
019^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^10^question4^likertTime
019^studyB^pill-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^70^question3^likertTime
019^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^0^question2^likertTime
019^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
019^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
019^studyB^pill-orange^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^20^question4^likertTime
019^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question2^likertTime
019^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
019^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^10^question4^likertTime
019^studyB^pill-red^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^40^question3^likertTime
019^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question2^likertTime
019^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question1^likertTime
019^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question3^likertTime
019^studyB^pills-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question4^likertTime
019^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^0^question2^likertTime
019^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
019^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^30^question3^likertTime
019^studyB^run-blue^has-both-task^What percentage of events you annotated fell within the window of error, do you think?^70^question4^likertTime
019^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question1^likertTime
019^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^1^question2^likertTime
019^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^10^question4^likertTime
019^studyB^run-red^no-video-task^What percentage of events you annotated fell within the window of error, do you think?^100^question3^likertTime
019^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^1^question2^likertTime
019^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question1^likertTime
019^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question3^likertTime
019^studyB^run-survey^survey^After annotating for several rounds, how essential would it be to have data?^2^question4^likertTime
019^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^-1^question1^likertTime
019^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^0^question2^likertTime
019^studyB^run-yellow^no-data-task^What percentage of events you annotated fell within the window of error, do you think?^10^question4^likertTime
